stockid,year,TCbest,TBbest,TBdivTBmsy,areaid,stocklong,scientificname,commonname,group,kingdom,phylum,class,order,family,genus,AphiaID,Vulnerability,LongevityWild,Length,resilience_score,adjusted_catch,smoothed_catch,status,trend
WHITIIIa,1999,0,0,NA,multinational-ICES-IIIa,Whiting Kattegat and Skagerrak,Merlangius merlangus,Whiting,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,0,0,NA,36.84666666666336
WHITNS-VIId,1999,60800,399000,NA,multinational-ICES-IV-VIId,Whiting NS-VIId,Merlangius merlangus,Whiting,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,12160,11313.333333333334,NA,-248.66666666671316
WHITVIa,1999,8590,37000,NA,multinational-ICES-VIa,Whiting ICES VIa,Merlangius merlangus,Whiting,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,1718,2259.3333333333335,NA,-30.586666666666915
WHITVIb,1999,44,0,NA,multinational-ICES-VIb,Whiting Rockall Bank,Merlangius merlangus,Whiting,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,8.8,13.666666666666668,NA,-0.6399999999999872
WHITVIIa,1999,2760,3120,NA,multinational-ICES-VIIa,Whiting Irish Sea,Merlangius merlangus,Whiting,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,552,700,NA,-14.046666666666882
WHITVIIek,1999,25600,120000,NA,multinational-ICES-VIIe-k,Whiting ICES VIIe-k,Merlangius merlangus,Whiting,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,5120,1706.6666666666665,NA,138.66666666666652
WHITVIII-IXa,1999,212,0,NA,multinational-ICES-VIII-IXa,Whiting VIII and IXa,Merlangius merlangus,Whiting,1,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Merlangius,126438,67.35,20,91.5,0.2,42.400000000000006,268.1333333333333,NA,-5.400000000000483
WITFLOUNIIIa-IV-VIId,1999,4020,0,NA,multinational-ICES-IIIa-IV-VIId,"Witch flounder IIIa, VIId and North Sea",Glyptocephalus cynoglossus,Witch flounder,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,127136,67.66,25,60,0.2,804,753.3333333333334,NA,45.26666666666351
ANCHIXa,2000,2500,0,NA,multinational-ICES-IXa,Anchovy Portugese Waters -East,Engraulis encrasicolus,Anchovy,1,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,126426,28.59,5,20,0.6,1500,4182,NA,-1173.4000000001392
ANCHOBAYB,2000,37000,92800,NA,multinational-ICES-VIII,Anchovy ICES VIII,Engraulis encrasicolus,Anchovy,3,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Engraulis,126426,28.59,5,20,0.6,22200,19180,NA,1704.000000000009
ANGLVIIIc-IXa,2000,1370,0,0.427,multinational-ICES-VIIIc-IXa,Black bellied angler VIIIc-IXa,Lophius budegassa,Black bellied angler,1,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,126554,67.7,21,100,0.2,274,356,0.427,-22.04666666666917
ANGLVII-VIIIabd,2000,0,0,NA,multinational-ICES-VII-VIIIabd,Black bellied angler VII and VIIIabd,Lophius budegassa,Black bellied angler,2,Animalia,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,126554,67.7,21,100,0.2,0,0,NA,64.86666666666673
ASHARNEATL,2000,0,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Angel shark Northeast Atlantic,Squatina squatina,Angel shark,3,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,105928,90,NA,183,0.2,0,0.06666666666666668,NA,0.023333333333339087
BERYXSPPNEATL,2000,785,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Beryx spp Northeast Atlantic,Beryx spp,Beryx spp,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BJMACKXa2,2000,1400,0,NA,multinational-ICES-Xa2,Blue jack mackerel Azores (Xa2),Trachurus picturatus,Blue jack mackerel,4,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,126821,68.02,18,60,0.2,280,369.3333333333333,NA,-20.18666666666677
BKSFNEATL,2000,7.21,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Black scabbardfish Northeast Atlantic,Aphanopus carbo,Black scabbardfish,3,Animalia,Chordata,Teleostei,Scombriformes,Trichiuridae,Aphanopus,127085,64.37,NA,151,0.2,1.4420000000000002,1.228,NA,-0.03726666666666683
BLINGI-II-IIIa-IVa-VIII-IX-XII,2000,988,0,NA,multinational-ICES-I-II-IIIa-IVa-VIII-IX-XII,Blue ling I-II-IIIa-IVa-VIII-IX-XII,Molva dypterygia,Blue ling,3,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126459,75.46,20,155,0.2,197.60000000000002,261.2,NA,-32.419999999997245
BLINGVa-XIV,2000,2540,0,NA,multinational-ICES-Va-XIV,Blue ling Va and XIV,Molva dypterygia,Blue ling,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126459,75.46,20,155,0.2,508,NA,NA,-188.34666666666735
BLINGVb-VI-VII,2000,11200,0,NA,multinational-ICES-Vb-VI-VII,Blue ling Vb-VI-VII,Molva dypterygia,Blue ling,3,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126459,75.46,20,155,0.2,2240,2286.6666666666665,NA,-36.600000000004286
BLRAYVIIafg,2000,0,0,NA,multinational-ICES-VIIafg,Blonde ray ICES VIIafg,Raja brachyura,Blonde ray,3,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,105882,65.3,NA,120,0.2,0,0,NA,16.13333333333356
BMDOGVIII-IXa,2000,40,0,NA,multinational-ICES-VIII-IXa,Blackmouth dogfish VIII and IXa,Galeus melastomus,Blackmouth dogfish,1,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Galeus,105812,35.05,NA,75,0.6,24,16.8,NA,-100.4799999999912
BOARVI-VIII,2000,0,0.755,NA,multinational-ICES-VI-VIII,Boarfish VI and VIII,Capros aper,Boarfish,3,Animalia,Chordata,Teleostei,Acanthuriformes,Caproidae,Capros,127419,20,NA,30,0.8,0,0,NA,-12034.666666666739
BRILL2232,2000,28,0,NA,multinational-ICES-22-32,Brill Baltic Areas 22-32,Scophthalmus rhombus,Brill,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,127150,36.35,5.75,75,0.6,16.8,15,NA,-6.850000000000168
BRILLIIIa-IV-VIId,2000,0,0,NA,multinational-ICES-IIIa-IV-VIId,"Brill IIIa, VIId and North Sea",Scophthalmus rhombus,Brill,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,127150,36.35,5.75,75,0.6,0,0,NA,388.599999999965
BSKSHARNEATL,2000,119,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Basking shark Northeast Atlantic,Cetorhinus maximus,Basking shark,3,NA,NA,NA,NA,NA,NA,NA,86.06,NA,1520,0.2,23.8,13.866666666666667,NA,0.34666666666665197
BWHITNEA,2000,1410000,7440000,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Blue Whiting Northeast Atlantic,Micromesistius poutassou,Blue whiting,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Micromesistius,126439,31.8,20,55.5,0.6,846000,760000,NA,43519.99999999866
CAPEIIa-V-XIV,2000,1070000,0,NA,multinational-ICES-IIa-V-XIV,Capelin IIa-V-XIV,Mallotus villosus,Capelin,4,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Mallotus,126735,27.37,10,20,0.6,642000,620400,NA,-43020.00000000019
CAPENOR,2000,410000,4270000,NA,multinational-ICES-I,Capelin Barents Sea,Mallotus villosus,Capelin,4,Animalia,Chordata,Teleostei,Osmeriformes,Osmeridae,Mallotus,126735,27.37,10,20,0.6,246000,103600,NA,-35880.000000000146
CKRAYIIIa-IV,2000,0,0,NA,multinational-ICES-IIIa-IV,Cuckoo ray IIIa and North Sea,Leucoraja naevus,Cuckoo ray,4,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,105876,47.79,NA,81,0.4,0,0,NA,4.551999999999652
CKRAYIXa,2000,0,0,NA,multinational-ICES-IXa,Cuckoo ray Portugese Waters -East,Leucoraja naevus,Cuckoo ray,1,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,105876,47.79,NA,81,0.4,0,0,NA,-3.477333333333488
CKRAYVIIIc,2000,0,0,NA,multinational-ICES-VIIIc,Cuckoo ray Bay of Biscay -South,Leucoraja naevus,Cuckoo ray,1,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,105876,47.79,NA,81,0.4,0,NA,NA,-0.05733333333334676
COD1IN,2000,764,4790,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,152.8,113.26666666666668,NA,535.333333333354
CODBA2224,2000,37800,47800,NA,multinational-ICES-22-24,Atlantic cod Baltic Areas 22 and 24,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,7560,7853.333333333333,NA,-324.80000000003656
CODBA2532,2000,103000,151000,NA,multinational-ICES-25-32,Atlantic cod Baltic Areas 25-32,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,20600,17313.333333333332,NA,-869.3333333333376
CODFABNK,2000,1190,0,NA,multinational-ICES-Vb2,Atlantic cod Faroe Bank,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,238,362,NA,-8.820000000000421
CODFAPL,2000,21800,92000,NA,multinational-ICES-Vb1,Atlantic cod Faroe Plateau,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,4360,4333.333333333333,NA,-73.73333333334345
CODIabdce,2000,0,0,NA,multinational-ICES-Iabdce,Atlantic cod ICES Iabdce,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,142.55999999998664
CODICE,2000,235000,590000,NA,multinational-ICES-Va,Atlantic cod Iceland,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,47000,49266.666666666664,NA,-1633.3333333336186
CODIf-XIV,2000,152,5360,NA,multinational-ICES-If-XIV,Atlantic cod ICES If-XIV,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,30.400000000000002,40.86666666666667,NA,281.86666666667435
CODIIIaW-IV-VIId,2000,89100,271000,NA,multinational-ICES-IIIaW-IV-VIId,Atlantic cod IIIa (west) and IV-VIId,Gadus morhua,Atlantic cod,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,17820,25606.666666666668,NA,-332.0000000000663
CODIS,2000,1970,7270,NA,multinational-ICES-VIIa,Atlantic cod Irish Sea,Gadus morhua,Atlantic cod,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,394,817.3333333333334,NA,-21.186666666666806
CODKAT,2000,5550,1.29,NA,multinational-ICES-IIIa,Atlantic cod Kattegat,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,1110,1361.3333333333333,NA,0.053333333332710064
CODNEAR,2000,415000,1180000,NA,multinational-ICES-I-II,Atlantic cod Northeast Arctic,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,83000,99533.33333333333,NA,-14406.666666668516
CODNEARNCW,2000,36700,0,NA,multinational-ICES-I-II-NCW,Atlantic cod Northeast Arctic (Norwegian coastal waters),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,7340,8600,NA,918.0000000000073
CODVIa,2000,3800,15400,NA,multinational-ICES-VIa,Atlantic cod West of Scotland,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,760,954.6666666666666,NA,-21.066666666666794
CODVIb,2000,572,0,NA,multinational-ICES-VIb,Atlantic cod Rockall Bank,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,114.4,126.06666666666668,NA,-1.286666666666651
CODVIIek,2000,6540,15300,NA,multinational-ICES-VIIe-k,Atlantic Cod Celtic Sea,Gadus morhua,Atlantic Cod,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,1308,1768.6666666666667,NA,-250.53333333333458
CUSKI-II,2000,14000,0,NA,multinational-ICES-I-II,Tusk North-East Arctic,Brosme brosme,Tusk,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Brosme,126447,57.54,20,120,0.4,5600,6213.333333333333,NA,-153.06666666666618
CUSKNEATL,2000,8300,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Tusk Northeast Atlantic,Brosme brosme,Tusk,3,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Brosme,126447,57.54,20,120,0.4,3320,3062.6666666666665,NA,-226.93333333332228
CUSKVa-XIV,2000,5080,26900,NA,multinational-ICES-Va-XIV,Tusk Va and XIV,Brosme brosme,Tusk,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Brosme,126447,57.54,20,120,0.4,2032,2330.6666666666665,NA,-465.46666666670694
CUSKVIb,2000,2340,0,NA,multinational-ICES-VIb,Tusk Rockall Bank,Brosme brosme,Tusk,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Brosme,126447,57.54,20,120,0.4,936,561.0666666666667,NA,-9.746666666666647
CUSKXII,2000,5,0,NA,multinational-ICES-XII,Tusk North of Azores,Brosme brosme,Tusk,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Brosme,126447,57.54,20,120,0.4,2,0.9333333333333333,NA,-0.039999999999996226
DAB2232,2000,876,0,NA,multinational-ICES-22-32,Dab Baltic Areas 22-32,Limanda limanda,Dab,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,127139,40.27,12,40,0.4,350.40000000000003,387.4666666666667,NA,-28.533333333329356
DABIIIa-IV,2000,0,0,NA,multinational-ICES-IIIa-IV,Dab IIIa and North Sea,Limanda limanda,Dab,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,127139,40.27,12,40,0.4,0,0,NA,-35.999999999961865
EBASSIVbc-VII,2000,0,22500,NA,multinational-ICES-IVbc-VII,European seabass IVbc and VII,Dicentrarchus labrax,European seabass,3,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Dicentrarchus,126975,66.07,30,103,0.2,0,0,NA,-140.4000000000111
EBASSVIa-VIIb-j,2000,1,0,NA,multinational-ICES-VIa-VIIb-j,European seabass VIa and VIIb-j,Dicentrarchus labrax,European seabass,3,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Dicentrarchus,126975,66.07,30,103,0.2,0.2,0.06666666666666668,NA,-0.22266666666665932
EBASSVIIIab,2000,2360,0,NA,multinational-ICES-VIIIab,European seabass VIIIab,Dicentrarchus labrax,European seabass,2,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Dicentrarchus,126975,66.07,30,103,0.2,472,NA,NA,2.866666666667217
EBASSVIIIc-IXa,2000,775,0,NA,multinational-ICES-VIIIc-IXa,European seabass VIIIc and IXa,Dicentrarchus labrax,European seabass,1,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Dicentrarchus,126975,66.07,30,103,0.2,155,145.2,NA,6.973333333333051
EFLOUN2223,2000,2600,0,NA,multinational-ICES-2223,European flounder Subdivisions 22-23,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,1040,861.3333333333334,NA,-25.59999999999596
EFLOUN2425,2000,8290,0,NA,multinational-ICES-2425,European flounder Subdivisions 24-25,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,3316,3206.6666666666665,NA,-113.33333333330697
EFLOUN26-28,2000,3050,0,NA,multinational-ICES-2628,European flounder Subdivisions 26-28,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,1220,1410.6666666666667,NA,-27.466666666657527
EFLOUN27-2932,2000,422,0,NA,multinational-ICES-27-2932,European flounder Subdivisions 27 and 29-32,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,168.8,163.33333333333334,NA,-3.413333333333417
EFLOUNIIIa-IV,2000,0,0,NA,multinational-ICES-IIIa-IV,European flounder IIIa and North Sea,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,0,0,NA,153.86666666666378
EPOLLIV-IIIa,2000,0,0,NA,multinational-ICES-IIIa-IV,European pollack IIIa and North Sea,Pollachius pollachius,European pollack,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126440,59.11,8,130,0.4,0,0,NA,128.5333333333338
EPOLLVIII-IXa,2000,1500,0,NA,multinational-ICES-VIII-IXa,European pollack VIII and IXa,Pollachius pollachius,European pollack,1,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126440,59.11,8,130,0.4,600,376.93333333333334,NA,-9.866666666666543
FMEG8c9a,2000,1410,4410,NA,multinational-ICES-VIIIc-IXa,Fourspotted megrim ICES VIIIc-IXa,Lepidorhombus boscii,Fourspotted megrim,1,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Lepidorhombus,127145,47.78,NA,40,0.4,564,580,NA,-66.40000000000906
GGURNIIIa-IV-VIId,2000,0,0,NA,multinational-ICES-IIIa-IV-VIId,"Grey gurnard IIIa, VIId and North Sea",Eutrigla gurnardus,Grey gurnard,3,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Eutrigla,150637,55.31,NA,60,0.4,0,0,NA,536.0000000000022
GHALNEAR,2000,14300,539000,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,2860,3046.6666666666665,NA,345.33333333331194
GHALV-VI-XII-XIV,2000,26600000,0,NA,multinational-ICES-V-VI-XII-XIV,Greenland halibut V-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,5320000,4493333.333333333,NA,-374666.66666670603
GOLDREDNEAR,2000,14500,74400,NA,multinational-ICES-I-II,Golden Redfish Northeast Arctic,Sebastes norvegicus,Golden Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,151324,70.98,60,100,0.2,2900,3513.3333333333335,NA,-63.40000000000021
GOLDREDV-VI-XII-XIV,2000,42800,301000,NA,multinational-ICES-V-VI-XII-XIV,Golden Redfish V-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,151324,70.98,60,100,0.2,8560,8233.333333333334,NA,-374.0000000000612
GSSMELTI-II-IIIa-IV,2000,7650,0,NA,multinational-ICES-I-II-IIIa-IV,Greater silver smelt ICES I-II-IIIa-IV,Argentina silus,Greater silver smelt,4,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,1530,1770,NA,193.9999999999825
GSSMELTVa-XIV,2000,5660,0,NA,multinational-ICES-Va-XIV,Greater silver smelt Va and XIV,Argentina silus,Greater silver smelt,4,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,1132,NA,NA,-181.93333333333425
GSSMELTVb-VIa,2000,12200,0,NA,multinational-ICES-Vb-VIa,Greater silver smelt ICES Vb-VIa,Argentina silus,Greater silver smelt,4,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,2440,3453.3333333333335,NA,-96.66666666666661
GSSMELTVIb-VII-VIII-IX-X-XII,2000,1910,0,NA,multinational-ICES-VIb-VII-VIII-IX-X-XII,Greater silver smelt ICES VIb-VII-VIII-IX-X-XII,Argentina silus,Greater silver smelt,3,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,382,142.53333333333333,NA,-0.7933333333332847
HADFAPL,2000,15800,99600,NA,multinational-ICES-Vb1,Haddock Faroe Plateau,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,6320,7533.333333333333,NA,-64.53333333334442
HADICE,2000,42100,90700,NA,multinational-ICES-Va,Haddock Iceland,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,16840,17160,NA,-1344.0000000001344
HADIS,2000,2160,7590,NA,multinational-ICES-VIIa,Haddock Irish Sea,Melanogrammus aeglefinus,Haddock,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,864,1704,NA,32.80000000000011
HADNEAR,2000,68900,231000,NA,multinational-ICES-I-II,Haddock Northeast Arctic,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,27560,33746.666666666664,NA,-11546.666666666719
HADNS-IIIa-VIa,2000,127000,2160000,NA,multinational-ICES-NS-IIIa-VIa,Haddock North Sea and IIIa-VIa,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,50800,54933.333333333336,NA,-1532.000000000172
HADROCK,2000,11200,22800,NA,multinational-ICES-VIb,Haddock Rockall Bank,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,4480,5773.333333333333,NA,71.62666666666706
HADVIIb-k,2000,10000,45000,NA,multinational-ICES-VIIb-k,Haddock ICES VIIb-k,Melanogrammus aeglefinus,Haddock,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,4000,3256,NA,-1168.0000000000048
HAKENRTN,2000,42100,54000,NA,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake Northeast Atlantic North,Merluccius merluccius,Hake,2,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,126484,65.89,20,140,0.2,8420,7826.666666666667,NA,-453.33333333342017
HAKESOTH,2000,9740,12600,NA,multinational-ICES-VIIIc-IXa,Hake Northeast Atlantic South,Merluccius merluccius,Hake,1,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,126484,65.89,20,140,0.2,1948,1852.6666666666667,NA,-280.66666666669596
HERR2224IIIa,2000,110000,259000,2.690909091,multinational-ICES-22-24-IIIa,Herring ICES 22-24-IIIa,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,44000,41893.333333333336,1,-373.3333333333924
HERR2529-32,2000,176000,844000,NA,multinational-ICES-2529-32,Herring Subdivisions 25-29 and 32,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,70400,67733.33333333333,NA,3746.666666666703
HERR30-31,2000,58900,435000,NA,multinational-ICES-30-31,Herring Subdivisions 30-31,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,23560,25053.333333333332,NA,-2626.6666666670353
HERRIsum,2000,99900,396000,NA,multinational-ICES-Va,Herring Iceland (Summer spawners),Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,39960,37146.666666666664,NA,-4798.666666667189
HERRNIRS,2000,2000,18900,NA,multinational-ICES-VIIa,Herring Northern Irish Sea,Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,800,1472,NA,-223.7333333333565
HERRNORSS,2000,1210000,6450000,NA,multinational-ICES-I-II-IVa-V-XIVa,Norwegian Spring Spawning Herring,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,484000,489333.3333333333,NA,-58440.00000000028
HERRNS-IIIa-VIId,2000,388000,4470000,NA,multinational-ICES-IIIa-IV-VIId,"Herring IIIa, VIId and North Sea",Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,155200,152400,NA,-10240.000000001502
HERRRIGA,2000,34100,132000,NA,multinational-ICES-28,Herring ICES 28,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,13640,12653.333333333334,NA,-501.33333333341767
HERRSIRS,2000,17200,93600,NA,multinational-ICES-VIIa-g-h-j,Herring ICES VIIa-g-h-j,Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,6880,7160,NA,-929.3333333334313
