"year","scientificname","group","commonname","total_catch","total_biomass"
2001,"Dicentrarchus labrax",3,"European seabass",4,24000
2001,"Engraulis encrasicolus",1,"Anchovy",9100,0
2001,"Engraulis encrasicolus",3,"Anchovy",40100,91400
2001,"Eutrigla gurnardus",3,"Grey gurnard",0,0
2001,"Gadus morhua",3,"Atlantic Cod",8310,19000
2001,"Gadus morhua",3,"Atlantic cod",58120,198490
2001,"Gadus morhua",4,"Atlantic cod",865479.33,2480921.12
2001,"Galeus melastomus",1,"Blackmouth dogfish",30,0
2001,"Galeus melastomus",3,"Blackmouth dogfish",0,0
2001,"Glyptocephalus cynoglossus",3,"Witch flounder",4210,0
2001,"Hoplostethus atlanticus",3,"Orange roughy",4640,0
2001,"Lamna nasus",3,"Porbeagle shark",535,0
2001,"Lepidorhombus boscii",1,"Fourspotted megrim",1220,3810
2001,"Lepidorhombus spp",4,"Megrim spp",824,0
2001,"Lepidorhombus spp",4,"Megrim spp.",4530,0
2001,"Lepidorhombus whiffiagonis",1,"Megrim",194,1020
2001,"Lepidorhombus whiffiagonis",2,"Megrim",18000,77500
2001,"Leucoraja naevus",1,"Cuckoo ray",0,0
2001,"Leucoraja naevus",4,"Cuckoo ray",0,0
2001,"Limanda limanda",4,"Dab",861,0
2001,"Lophius budegassa",1,"Black bellied angler",1010,0
2001,"Lophius budegassa",2,"Black bellied angler",0,0
2001,"Lophius piscatorius",1,"White anglerfish",788,4920
2001,"Lophius piscatorius",2,"White anglerfish",17300,60100
2001,"Macrourus berglax",3,"Roughhead grenadier",190,0
2001,"Mallotus villosus",4,"Capelin",1828000,3630000
2001,"Melanogrammus aeglefinus",3,"Haddock",15220,72100
2001,"Melanogrammus aeglefinus",4,"Haddock",321650,1719700
2001,"Merlangius merlangus",1,"Whiting",2280,0
2001,"Merlangius merlangus",3,"Whiting",70050,537890
2001,"Merlangius merlangus",4,"Whiting",6714,29600
2001,"Merluccius merluccius",1,"Hake",9240,13200
2001,"Merluccius merluccius",2,"Hake",36700,54000
2001,"Micromesistius poutassou",3,"Blue whiting",1770000,9e+06
2001,"Microstomus kitt",3,"Lemon sole",0,0
2001,"Molva dypterygia",3,"Blue ling",13260,0
2001,"Molva dypterygia",4,"Blue ling",2640,0
2001,"Molva molva",3,"Ling",20700,0
2001,"Molva molva",4,"Ling",12930,15600
2001,"Mullus surmuletus",1,"Striped red mullet",2080,0
2001,"Mustelus spp",3,"Smooth-hound",0,0
2001,"Nephrops norvegicus",2,"Norway lobster",6270,0
2001,"Nephrops norvegicus",3,"Norway lobster",368,0
2001,"Nephrops norvegicus",4,"Norway lobster",50207,0
2001,"Pagellus bogaraveo",3,"Red seabream",227,0
2001,"Pagellus bogaraveo",4,"Red seabream",1423,0
2001,"Pandalus borealis",4,"Northern shrimp",70280,30301.72
2001,"Platichthys flesus",4,"European flounder",17633,0
2001,"Pleuronectes platessa",1,"European Plaice",223,0
2001,"Pleuronectes platessa",3,"European Plaice",4933,22730.641
2001,"Pleuronectes platessa",4,"European Plaice",199370,357590
2001,"Pollachius pollachius",1,"European pollack",1610,0
2001,"Pollachius pollachius",4,"European pollack",0,0
2001,"Pollachius virens",4,"Pollock",293800,1580000
2001,"Pollachius virens",4,"Pollock or saithe",31600,163000
2001,"Raja brachyura",3,"Blonde ray",0,0
2001,"Raja clavata",1,"Thornback skate",0,0
2001,"Raja clavata",3,"Thornback skate",0,0
2001,"Raja microocellata",3,"Smalleyed ray",0,0
2001,"Raja montagui",3,"Spotted ray",0,0
2001,"Raja undulata",3,"Undulate ray",0,0
2001,"Reinhardtius hippoglossoides",4,"Greenland halibut",27316400,535000
2001,"Salmo trutta",4,"Sea trout",984,0
2001,"Sardina pilchardus",1,"European pilchard",102000,477000
2001,"Sardina pilchardus",3,"Sardine",27100,0
2001,"Scomber scombrus",2,"Mackerel",737000,2860000
2001,"Scophthalmus maximus",4,"Turbot",238,0
2001,"Scophthalmus rhombus",3,"Brill",0,0
2001,"Scophthalmus rhombus",4,"Brill",19,0
2001,"Scyliorhinus canicula",1,"Lesser spotted dogfish",974,0
2001,"Scyliorhinus canicula",2,"Lesser spotted dogfish",1140,0
2001,"Scyliorhinus canicula",3,"Lesser spotted dogfish",0,0
2001,"Sebastes mentella",4,"Beaked Redfish",146901,1.08
2001,"Sebastes mentella",4,"Deepwater Redfish",18400,861000
2001,"Sebastes norvegicus",4,"Golden Redfish",47300,378100
2001,"Solea solea",1,"Common sole",842,0
2001,"Solea solea",2,"Common sole",4840,13000
2001,"Solea solea",3,"Common sole",5567,32810
2001,"Solea solea",4,"Common sole",20378,58530
2001,"Sprattus sprattus",3,"Sprat",3470,0
2001,"Sprattus sprattus",4,"Sprat",503100,2850000
2001,"Squalus acanthias",3,"Spurdog",16700,40000
2001,"Squatina squatina",3,"Angel shark",0,0
2001,"Trachurus picturatus",4,"Blue jack mackerel",1680,0
2001,"Trachurus trachurus",1,"Horse mackerel",24900,0
2001,"Trachurus trachurus",3,"Horse mackerel",257300,1540000
2001,"Trisopterus esmarkii",4,"Norway pout",67610,276000
2002,"Amblyraja radiata",4,"Starry ray",0,0
2002,"Ammodytes spp",4,"Sand eel",854980,1930000
2002,"Aphanopus carbo",3,"Black scabbardfish",12,0
2002,"Argentina silus",3,"Greater silver smelt",4660,0
2002,"Argentina silus",4,"Greater silver smelt",32830,0
2002,"Beryx spp",3,"Beryx spp",577,0
2002,"Brosme brosme",3,"Tusk",7280,0
2002,"Brosme brosme",4,"Tusk",18399,28900
2002,"Capros aper",3,"Boarfish",91,0.747
2002,"Centrophorus squamosus",3,"Leafscale gulper shark",8090,0
2002,"Cetorhinus maximus",3,"Basking shark",55,0
2002,"Clupea harengus",3,"Herring",455560,6945400
2002,"Clupea harengus",4,"Herring",1265600,8714000
2002,"Coryphaenoides rupestris",3,"Roundnose grenadier",24349,0
2002,"Coryphaenoides rupestris",4,"Roundnose grenadier",5456,0
2002,"Dalatias licha",3,"Kitefin shark",40,0
2002,"Dicentrarchus labrax",1,"European seabass",518,0
2002,"Dicentrarchus labrax",2,"European seabass",2390,0
2002,"Dicentrarchus labrax",3,"European seabass",4,25500
2002,"Engraulis encrasicolus",1,"Anchovy",8810,0
2002,"Engraulis encrasicolus",3,"Anchovy",17500,40000
2002,"Eutrigla gurnardus",3,"Grey gurnard",0,0
2002,"Gadus morhua",3,"Atlantic Cod",9240,16000
2002,"Gadus morhua",3,"Atlantic cod",67240,169540
2002,"Gadus morhua",4,"Atlantic cod",934206,2655331.08
2002,"Galeus melastomus",1,"Blackmouth dogfish",40,0
2002,"Galeus melastomus",3,"Blackmouth dogfish",0,0
2002,"Glyptocephalus cynoglossus",3,"Witch flounder",3640,0
2002,"Hoplostethus atlanticus",3,"Orange roughy",5840,0
2002,"Lamna nasus",3,"Porbeagle shark",596,0
2002,"Lepidorhombus boscii",1,"Fourspotted megrim",1030,4140
2002,"Lepidorhombus spp",4,"Megrim spp",455,0
2002,"Lepidorhombus spp",4,"Megrim spp.",3530,0
2002,"Lepidorhombus whiffiagonis",1,"Megrim",136,938
2002,"Lepidorhombus whiffiagonis",2,"Megrim",18800,70200
2002,"Leucoraja naevus",1,"Cuckoo ray",12.7,0
2002,"Leucoraja naevus",4,"Cuckoo ray",0,0
2002,"Limanda limanda",4,"Dab",35915,0
2002,"Lophius budegassa",1,"Black bellied angler",810,0
2002,"Lophius budegassa",2,"Black bellied angler",0,0
2002,"Lophius piscatorius",1,"White anglerfish",1090,5790
2002,"Lophius piscatorius",2,"White anglerfish",22100,65400
2002,"Macrourus berglax",3,"Roughhead grenadier",1250,0
2002,"Mallotus villosus",4,"Capelin",1647000,2210000
2002,"Melanogrammus aeglefinus",3,"Haddock",15800,79760
2002,"Melanogrammus aeglefinus",4,"Haddock",352120,1556900
2002,"Merlangius merlangus",1,"Whiting",2200,0
2002,"Merlangius merlangus",3,"Whiting",68990,371790
2002,"Merlangius merlangus",4,"Whiting",4627,16400
2002,"Merluccius merluccius",1,"Hake",8180,12500
2002,"Merluccius merluccius",2,"Hake",40100,57000
2002,"Micromesistius poutassou",3,"Blue whiting",1560000,10300000
2002,"Microstomus kitt",3,"Lemon sole",0,0
2002,"Molva dypterygia",3,"Blue ling",10560,0
2002,"Molva dypterygia",4,"Blue ling",1380,0
2002,"Molva molva",3,"Ling",20800,0
2002,"Molva molva",4,"Ling",15800,17600
2002,"Mullus surmuletus",1,"Striped red mullet",1660,0
2002,"Mustelus spp",3,"Smooth-hound",0,0
2002,"Nephrops norvegicus",2,"Norway lobster",6300,0
2002,"Nephrops norvegicus",3,"Norway lobster",243,0
2002,"Nephrops norvegicus",4,"Norway lobster",50805,0
2002,"Pagellus bogaraveo",3,"Red seabream",147,0
2002,"Pagellus bogaraveo",4,"Red seabream",1586,0
2002,"Pandalus borealis",4,"Northern shrimp",75230,36701.65
2002,"Platichthys flesus",4,"European flounder",19373,0
2002,"Pleuronectes platessa",1,"European Plaice",179,0
2002,"Pleuronectes platessa",3,"European Plaice",5205,24650.645
2002,"Pleuronectes platessa",4,"European Plaice",143570,389480.352
2002,"Pollachius pollachius",1,"European pollack",1720,0
2002,"Pollachius pollachius",4,"European pollack",0,0
2002,"Pollachius virens",4,"Pollock",352500,1766000
2002,"Pollachius virens",4,"Pollock or saithe",42000,221000
2002,"Raja brachyura",3,"Blonde ray",0,0
2002,"Raja clavata",1,"Thornback skate",0,0
2002,"Raja clavata",3,"Thornback skate",0,0
2002,"Raja microocellata",3,"Smalleyed ray",0,0
2002,"Raja montagui",3,"Spotted ray",0,0
2002,"Raja undulata",3,"Undulate ray",0,0
2002,"Reinhardtius hippoglossoides",4,"Greenland halibut",29213300,532000
2002,"Salmo trutta",4,"Sea trout",1050,0
2002,"Sardina pilchardus",1,"European pilchard",99700,491000
2002,"Sardina pilchardus",2,"Sardine",18300,0
2002,"Sardina pilchardus",3,"Sardine",18000,0
2002,"Scomber scombrus",2,"Mackerel",771000,2990000
2002,"Scophthalmus maximus",4,"Turbot",221,0
2002,"Scophthalmus rhombus",3,"Brill",0,0
2002,"Scophthalmus rhombus",4,"Brill",26.7,0
2002,"Scyliorhinus canicula",1,"Lesser spotted dogfish",831,0
2002,"Scyliorhinus canicula",2,"Lesser spotted dogfish",1140,0
2002,"Scyliorhinus canicula",3,"Lesser spotted dogfish",0,0
2002,"Sebastes mentella",4,"Beaked Redfish",167310,1
2002,"Sebastes mentella",4,"Deepwater Redfish",6990,909000
2002,"Sebastes norvegicus",4,"Golden Redfish",60340,376000
2002,"Solea solea",1,"Common sole",623,0
2002,"Solea solea",2,"Common sole",5490,13200
2002,"Solea solea",3,"Common sole",6438,33980
2002,"Solea solea",4,"Common sole",17762,57390
2002,"Sprattus sprattus",3,"Sprat",5890,0
2002,"Sprattus sprattus",4,"Sprat",517700,2790000
2002,"Squalus acanthias",3,"Spurdog",11200,39100
2002,"Squatina squatina",3,"Angel shark",0,0
2002,"Trachurus picturatus",4,"Blue jack mackerel",2060,0
2002,"Trachurus trachurus",1,"Horse mackerel",22500,0
2002,"Trachurus trachurus",3,"Horse mackerel",223300,1570000
2002,"Trisopterus esmarkii",4,"Norway pout",81920,188000
2003,"Amblyraja radiata",4,"Starry ray",0,0
2003,"Ammodytes spp",4,"Sand eel",301013,530600
2003,"Aphanopus carbo",3,"Black scabbardfish",8.44,0
2003,"Argentina silus",3,"Greater silver smelt",288,0
2003,"Argentina silus",4,"Greater silver smelt",21260,0
2003,"Beryx spp",3,"Beryx spp",361,0
2003,"Brosme brosme",3,"Tusk",6500,0
2003,"Brosme brosme",4,"Tusk",14154,29800
2003,"Capros aper",3,"Boarfish",11400,0.685
2003,"Centrophorus squamosus",3,"Leafscale gulper shark",10900,0
2003,"Cetorhinus maximus",3,"Basking shark",129,0
2003,"Clupea harengus",3,"Herring",540500,7243100
2003,"Clupea harengus",4,"Herring",1233800,9364000
2003,"Coryphaenoides rupestris",3,"Roundnose grenadier",21996,0
2003,"Coryphaenoides rupestris",4,"Roundnose grenadier",5162,0
2003,"Dalatias licha",3,"Kitefin shark",144,0
2003,"Dicentrarchus labrax",1,"European seabass",466,0
2003,"Dicentrarchus labrax",2,"European seabass",2620,0
2003,"Dicentrarchus labrax",3,"European seabass",2,27100
2003,"Engraulis encrasicolus",1,"Anchovy",5270,0
2003,"Engraulis encrasicolus",3,"Anchovy",10600,27700
2003,"Eutrigla gurnardus",3,"Grey gurnard",0,0
2003,"Gadus morhua",3,"Atlantic Cod",6420,11300
2003,"Gadus morhua",3,"Atlantic cod",37200,141700
2003,"Gadus morhua",4,"Atlantic cod",937027,2715470.911
2003,"Galeus melastomus",1,"Blackmouth dogfish",622,0
2003,"Galeus melastomus",3,"Blackmouth dogfish",0,0
2003,"Glyptocephalus cynoglossus",3,"Witch flounder",3280,0
2003,"Hoplostethus atlanticus",3,"Orange roughy",1000,0
2003,"Lamna nasus",3,"Porbeagle shark",537,0
2003,"Lepidorhombus boscii",1,"Fourspotted megrim",1070,4730
2003,"Lepidorhombus spp",4,"Megrim spp",632,0
2003,"Lepidorhombus spp",4,"Megrim spp.",2960,0
2003,"Lepidorhombus whiffiagonis",1,"Megrim",149,1070
2003,"Lepidorhombus whiffiagonis",2,"Megrim",19700,65300
2003,"Leucoraja naevus",1,"Cuckoo ray",18,0
2003,"Leucoraja naevus",4,"Cuckoo ray",0,0
2003,"Limanda limanda",4,"Dab",55630,0.605
2003,"Lophius budegassa",1,"Black bellied angler",934,0
2003,"Lophius budegassa",2,"Black bellied angler",8350,0
2003,"Lophius piscatorius",1,"White anglerfish",2330,7920
2003,"Lophius piscatorius",2,"White anglerfish",30400,69700
2003,"Macrourus berglax",3,"Roughhead grenadier",393,0
2003,"Mallotus villosus",4,"Capelin",1024000,533000
2003,"Melanogrammus aeglefinus",3,"Haddock",19610,77400
2003,"Melanogrammus aeglefinus",4,"Haddock",312700,1455500
2003,"Merlangius merlangus",1,"Whiting",2450,0
2003,"Merlangius merlangus",3,"Whiting",61296,320660
2003,"Merlangius merlangus",4,"Whiting",3353,13600
2003,"Merluccius merluccius",1,"Hake",8210,12800
2003,"Merluccius merluccius",2,"Hake",45300,62100
2003,"Micromesistius poutassou",3,"Blue whiting",2370000,11800000
2003,"Microstomus kitt",3,"Lemon sole",0,0
2003,"Molva dypterygia",3,"Blue ling",8740,0
2003,"Molva dypterygia",4,"Blue ling",1870,0
2003,"Molva molva",3,"Ling",15900,0
2003,"Molva molva",4,"Ling",15890,19200
2003,"Mullus surmuletus",1,"Striped red mullet",2020,0
2003,"Mustelus spp",3,"Smooth-hound",0,0
2003,"Nephrops norvegicus",2,"Norway lobster",5860,0
2003,"Nephrops norvegicus",3,"Norway lobster",186,0
2003,"Nephrops norvegicus",4,"Norway lobster",48759,0
2003,"Pagellus bogaraveo",3,"Red seabream",129,0
2003,"Pagellus bogaraveo",4,"Red seabream",1565,0
2003,"Pandalus borealis",4,"Northern shrimp",54010,41901.42
2003,"Platichthys flesus",4,"European flounder",15174,0
2003,"Pleuronectes platessa",1,"European Plaice",223,0
2003,"Pleuronectes platessa",3,"European Plaice",4936,25180.684
2003,"Pleuronectes platessa",4,"European Plaice",161170,395300.359
2003,"Pollachius pollachius",1,"European pollack",1460,0
2003,"Pollachius pollachius",4,"European pollack",0,0
2003,"Pollachius virens",4,"Pollock",332600,1700000
2003,"Pollachius virens",4,"Pollock or saithe",52300,281000
2003,"Raja brachyura",3,"Blonde ray",0,0
2003,"Raja clavata",1,"Thornback skate",351,0
2003,"Raja clavata",3,"Thornback skate",0,0
2003,"Raja microocellata",3,"Smalleyed ray",0,0
2003,"Raja montagui",1,"Spotted ray",56,0
2003,"Raja montagui",3,"Spotted ray",0,0
2003,"Raja undulata",3,"Undulate ray",0,0
2003,"Reinhardtius hippoglossoides",4,"Greenland halibut",30913400,531000
2003,"Salmo trutta",4,"Sea trout",934,0
2003,"Sardina pilchardus",1,"European pilchard",97800,466000
2003,"Sardina pilchardus",2,"Sardine",16600,0
2003,"Sardina pilchardus",3,"Sardine",20500,0
2003,"Scomber scombrus",2,"Mackerel",679000,3390000
2003,"Scophthalmus maximus",4,"Turbot",159,0
2003,"Scophthalmus rhombus",3,"Brill",0,0
2003,"Scophthalmus rhombus",4,"Brill",36.4,0
2003,"Scyliorhinus canicula",1,"Lesser spotted dogfish",987,0
2003,"Scyliorhinus canicula",2,"Lesser spotted dogfish",1710,0
2003,"Scyliorhinus canicula",3,"Lesser spotted dogfish",0,0
2003,"Sebastes mentella",4,"Beaked Redfish",189646,0.91
2003,"Sebastes mentella",4,"Deepwater Redfish",2520,980000
2003,"Sebastes norvegicus",4,"Golden Redfish",46140,387000
2003,"Solea solea",1,"Common sole",786,0
2003,"Solea solea",2,"Common sole",4110,13300
2003,"Solea solea",3,"Common sole",8701,42820
2003,"Solea solea",4,"Common sole",18518,62500
2003,"Sprattus sprattus",3,"Sprat",10460,0
2003,"Sprattus sprattus",4,"Sprat",484500,2660000
2003,"Squalus acanthias",3,"Spurdog",12200,39100
2003,"Squatina squatina",3,"Angel shark",0,0
2003,"Trachurus picturatus",4,"Blue jack mackerel",2300,0
2003,"Trachurus trachurus",1,"Horse mackerel",18900,0
2003,"Trachurus trachurus",3,"Horse mackerel",224000,1700000
2003,"Trisopterus esmarkii",4,"Norway pout",31000,126000
2004,"Amblyraja radiata",4,"Starry ray",0,0
2004,"Ammodytes spp",4,"Sand eel",354316,821000
2004,"Aphanopus carbo",3,"Black scabbardfish",7.41,0
2004,"Argentina silus",3,"Greater silver smelt",722,0
2004,"Argentina silus",4,"Greater silver smelt",30840,0
2004,"Beryx spp",3,"Beryx spp",485,0
2004,"Brosme brosme",3,"Tusk",6130,0
2004,"Brosme brosme",4,"Tusk",12891,31200
2004,"Capros aper",3,"Boarfish",5150,0.961
2004,"Centrophorus squamosus",3,"Leafscale gulper shark",9030,0
2004,"Cetorhinus maximus",3,"Basking shark",99,0
2004,"Clupea harengus",3,"Herring",643430,6108600
2004,"Clupea harengus",4,"Herring",1201300,11734000
2004,"Coryphaenoides rupestris",3,"Roundnose grenadier",23312,0
2004,"Coryphaenoides rupestris",4,"Roundnose grenadier",10354,0
2004,"Dalatias licha",3,"Kitefin shark",9,0
2004,"Dicentrarchus labrax",1,"European seabass",676,0
2004,"Dicentrarchus labrax",2,"European seabass",2380,0
2004,"Dicentrarchus labrax",3,"European seabass",8,28100
2004,"Engraulis encrasicolus",1,"Anchovy",5840,0
2004,"Engraulis encrasicolus",3,"Anchovy",16400,30300
2004,"Eutrigla gurnardus",3,"Grey gurnard",0,0
2004,"Gadus morhua",3,"Atlantic Cod",3670,7220
2004,"Gadus morhua",3,"Atlantic cod",36130,124470
2004,"Gadus morhua",4,"Atlantic cod",978920.14,2647820.956
2004,"Galeus melastomus",1,"Blackmouth dogfish",534,0
2004,"Galeus melastomus",3,"Blackmouth dogfish",0,0
2004,"Glyptocephalus cynoglossus",3,"Witch flounder",3030,0
2004,"Hoplostethus atlanticus",3,"Orange roughy",1250,0
2004,"Lamna nasus",3,"Porbeagle shark",553,0
2004,"Lepidorhombus boscii",1,"Fourspotted megrim",1350,4990
2004,"Lepidorhombus spp",4,"Megrim spp",528,0
2004,"Lepidorhombus spp",4,"Megrim spp.",2570,0
2004,"Lepidorhombus whiffiagonis",1,"Megrim",160,919
2004,"Lepidorhombus whiffiagonis",2,"Megrim",20600,58500
2004,"Leucoraja naevus",1,"Cuckoo ray",113,0
2004,"Leucoraja naevus",4,"Cuckoo ray",0,0
2004,"Limanda limanda",4,"Dab",44790,0.616
2004,"Lophius budegassa",1,"Black bellied angler",993,0
2004,"Lophius budegassa",2,"Black bellied angler",8210,0
2004,"Lophius piscatorius",1,"White anglerfish",3260,9330
2004,"Lophius piscatorius",2,"White anglerfish",31400,71400
2004,"Macrourus berglax",3,"Roughhead grenadier",933,0
2004,"Mallotus villosus",4,"Capelin",784000,628000
2004,"Melanogrammus aeglefinus",3,"Haddock",17110,78200
2004,"Melanogrammus aeglefinus",4,"Haddock",345680,1328900
2004,"Merlangius merlangus",1,"Whiting",2220,0
2004,"Merlangius merlangus",3,"Whiting",51340,412770
2004,"Merlangius merlangus",4,"Whiting",5184,9400
2004,"Merluccius merluccius",1,"Hake",7860,12700
2004,"Merluccius merluccius",2,"Hake",49000,64300
2004,"Micromesistius poutassou",3,"Blue whiting",2400000,10300000
2004,"Microstomus kitt",3,"Lemon sole",0,0
2004,"Molva dypterygia",3,"Blue ling",7390,0
2004,"Molva dypterygia",4,"Blue ling",1210,0
2004,"Molva molva",3,"Ling",15200,0
2004,"Molva molva",4,"Ling",17230,21400
2004,"Mullus surmuletus",1,"Striped red mullet",2870,0
2004,"Mullus surmuletus",3,"Striped red mullet",4670,0
2004,"Mustelus spp",3,"Smooth-hound",0,0
2004,"Nephrops norvegicus",2,"Norway lobster",5500,0
2004,"Nephrops norvegicus",3,"Norway lobster",161,0
2004,"Nephrops norvegicus",4,"Norway lobster",51306,0
2004,"Pagellus bogaraveo",3,"Red seabream",183,0
2004,"Pagellus bogaraveo",4,"Red seabream",1594,0
2004,"Pandalus borealis",4,"Northern shrimp",60423,44401.96
2004,"Platichthys flesus",4,"European flounder",18233,0
2004,"Pleuronectes platessa",1,"European Plaice",399,0
2004,"Pleuronectes platessa",3,"European Plaice",4295,25260.65
2004,"Pleuronectes platessa",4,"European Plaice",133440,396560.446
2004,"Pollachius pollachius",1,"European pollack",1530,0
2004,"Pollachius pollachius",4,"European pollack",0,0
2004,"Pollachius virens",4,"Pollock",326400,1786000
2004,"Pollachius virens",4,"Pollock or saithe",64700,322000
2004,"Raja brachyura",3,"Blonde ray",0,0
2004,"Raja clavata",1,"Thornback skate",516,0
2004,"Raja clavata",3,"Thornback skate",0,0
2004,"Raja microocellata",3,"Smalleyed ray",0,0
2004,"Raja montagui",1,"Spotted ray",82,0
2004,"Raja montagui",3,"Spotted ray",0,0
2004,"Raja undulata",3,"Undulate ray",0,0
2004,"Reinhardtius hippoglossoides",4,"Greenland halibut",27118900,528000
2004,"Salmo trutta",4,"Sea trout",926,0
2004,"Sardina pilchardus",1,"European pilchard",98000,408000
2004,"Sardina pilchardus",2,"Sardine",14200,0
2004,"Sardina pilchardus",3,"Sardine",18600,0
2004,"Scomber scombrus",2,"Mackerel",660000,3350000
2004,"Scophthalmus maximus",4,"Turbot",147,0
2004,"Scophthalmus rhombus",3,"Brill",0,0
2004,"Scophthalmus rhombus",4,"Brill",41,0
2004,"Scyliorhinus canicula",1,"Lesser spotted dogfish",900,0
